orderNumber,productCode,productCode,quantityOrdered,productName,productLine,quantityInStock
10138,S24_2022,S24_2022,33,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10138,S24_2766,S24_2766,28,"1949 Jaguar XK 120","Classic Cars",2350
10138,S24_2887,S24_2887,30,"1952 Citroen-15CV","Classic Cars",1452
10138,S24_3191,S24_3191,49,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10138,S24_3432,S24_3432,21,"2002 Chevy Corvette","Classic Cars",9446
10138,S24_3969,S24_3969,29,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10139,S18_1342,S18_1342,31,"1937 Lincoln Berline","Vintage Cars",8693
10139,S18_1367,S18_1367,49,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10139,S18_2795,S18_2795,41,"1928 Mercedes-Benz SSK","Vintage Cars",548
10139,S18_2949,S18_2949,46,"1913 Ford Model T Speedster","Vintage Cars",4189
10139,S18_2957,S18_2957,20,"1934 Ford V8 Coupe","Vintage Cars",5649
10139,S18_3136,S18_3136,20,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10139,S18_3320,S18_3320,30,"1917 Maxwell Touring Car","Vintage Cars",7913
10139,S24_4258,S24_4258,29,"1936 Chrysler Airflow","Vintage Cars",4710
10140,S10_1949,S10_1949,37,"1952 Alpine Renault 1300","Classic Cars",7305
10140,S10_4962,S10_4962,26,"1962 LanciaA Delta 16V","Classic Cars",6791
10140,S12_1666,S12_1666,38,"1958 Setra Bus","Trucks and Buses",1579
10140,S18_1097,S18_1097,32,"1940 Ford Pickup Truck","Trucks and Buses",2613
10140,S18_2432,S18_2432,46,"1926 Ford Fire Engine","Trucks and Buses",2018
10140,S18_4600,S18_4600,40,"1940s Ford truck","Trucks and Buses",3128
10140,S18_4668,S18_4668,29,"1939 Cadillac Limousine","Vintage Cars",6645
10140,S24_2300,S24_2300,47,"1962 Volkswagen Microbus","Trucks and Buses",2327
10140,S32_1268,S32_1268,26,"1980’s GM Manhattan Express","Trucks and Buses",5099
10140,S32_3522,S32_3522,28,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10140,S700_2824,S700_2824,36,"1982 Camaro Z28","Classic Cars",6934
10141,S12_4473,S12_4473,21,"1957 Chevy Pickup","Trucks and Buses",6125
10141,S18_2238,S18_2238,39,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10141,S18_2319,S18_2319,47,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10141,S18_3232,S18_3232,34,"1992 Ferrari 360 Spider red","Classic Cars",8347
10141,S24_1444,S24_1444,20,"1970 Dodge Coronet","Classic Cars",4074
10141,S24_2840,S24_2840,21,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10141,S24_4048,S24_4048,40,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10141,S32_2509,S32_2509,24,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10141,S50_1392,S50_1392,44,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10142,S12_1108,S12_1108,33,"2001 Ferrari Enzo","Classic Cars",3619
10142,S12_3148,S12_3148,33,"1969 Corvair Monza","Classic Cars",6906
10142,S12_3891,S12_3891,46,"1969 Ford Falcon","Classic Cars",1049
10142,S18_3140,S18_3140,47,"1903 Ford Model A","Vintage Cars",3913
10142,S18_3259,S18_3259,22,"Collectable Wooden Train",Trains,6450
10142,S18_4027,S18_4027,24,"1970 Triumph Spitfire","Classic Cars",5545
10142,S18_4522,S18_4522,24,"1904 Buick Runabout","Vintage Cars",8290
10142,S24_2011,S24_2011,33,"18th century schooner",Ships,1898
10142,S24_3151,S24_3151,49,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10142,S32_3207,S32_3207,42,"1950's Chicago Surface Lines Streetcar",Trains,8601
10142,S50_1514,S50_1514,42,"1962 City of Detroit Streetcar",Trains,1645
10142,S700_1138,S700_1138,41,"The Schooner Bluenose",Ships,1897
10142,S700_1938,S700_1938,43,"The Mayflower",Ships,737
10142,S700_3505,S700_3505,21,"The Titanic",Ships,1956
10142,S700_3962,S700_3962,38,"The Queen Mary",Ships,5088
10142,S72_3212,S72_3212,39,"Pont Yacht",Ships,414
10143,S10_4757,S10_4757,49,"1972 Alfa Romeo GTA","Classic Cars",3252
10143,S18_1662,S18_1662,32,"1980s Black Hawk Helicopter",Planes,5330
10143,S18_3029,S18_3029,46,"1999 Yamaha Speed Boat",Ships,4259
10143,S18_3856,S18_3856,34,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10143,S24_2841,S24_2841,27,"1900s Vintage Bi-Plane",Planes,5942
10143,S24_3420,S24_3420,33,"1937 Horch 930V Limousine","Vintage Cars",2902
10143,S24_3816,S24_3816,23,"1940 Ford Delivery Sedan","Vintage Cars",6621
10143,S24_3949,S24_3949,28,"Corsair F4U ( Bird Cage)",Planes,6812
10143,S50_1341,S50_1341,34,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10143,S700_1691,S700_1691,36,"American Airlines: B767-300",Planes,5841
10143,S700_2047,S700_2047,26,"HMS Bounty",Ships,3501
10143,S700_2466,S700_2466,26,"America West Airlines B757-200",Planes,9653
10143,S700_2610,S700_2610,31,"The USS Constitution Ship",Ships,7083
10143,S700_3167,S700_3167,28,"F/A 18 Hornet 1/72",Planes,551
10143,S700_4002,S700_4002,34,"American Airlines: MD-11S",Planes,8820
10143,S72_1253,S72_1253,37,"Boeing X-32A JSF",Planes,4857
10144,S32_4289,S32_4289,20,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10145,S10_1678,S10_1678,45,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10145,S10_2016,S10_2016,37,"1996 Moto Guzzi 1100i",Motorcycles,6625
10145,S10_4698,S10_4698,33,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10145,S12_2823,S12_2823,49,"2002 Suzuki XREO",Motorcycles,9997
10145,S18_2581,S18_2581,30,"P-51-D Mustang",Planes,992
10145,S18_2625,S18_2625,30,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10145,S24_1578,S24_1578,43,"1997 BMW R 1100 S",Motorcycles,7003
10145,S24_1785,S24_1785,40,"1928 British Royal Navy Airplane",Planes,3627
10145,S24_2000,S24_2000,47,"1960 BSA Gold Star DBD34",Motorcycles,15
10145,S24_2360,S24_2360,27,"1982 Ducati 900 Monster",Motorcycles,6840
10145,S24_4278,S24_4278,33,"1900s Vintage Tri-Plane",Planes,2756
10145,S32_1374,S32_1374,33,"1997 BMW F650 ST",Motorcycles,178
10145,S32_2206,S32_2206,31,"1982 Ducati 996 R",Motorcycles,9241
10145,S32_4485,S32_4485,27,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10145,S50_4713,S50_4713,38,"2002 Yamaha YZR M1",Motorcycles,600
10145,S700_2834,S700_2834,20,"ATA: B757-300",Planes,7106
10146,S18_3782,S18_3782,47,"1957 Vespa GS150",Motorcycles,7689
10146,S18_4721,S18_4721,29,"1957 Corvette Convertible","Classic Cars",1249
10147,S12_1099,S12_1099,48,"1968 Ford Mustang","Classic Cars",68
10147,S12_3380,S12_3380,31,"1968 Dodge Charger","Classic Cars",9123
10147,S12_3990,S12_3990,21,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10147,S12_4675,S12_4675,33,"1969 Dodge Charger","Classic Cars",7323
10147,S18_1889,S18_1889,26,"1948 Porsche 356-A Roadster","Classic Cars",8826
10147,S18_3278,S18_3278,36,"1969 Dodge Super Bee","Classic Cars",1917
10147,S18_3482,S18_3482,37,"1976 Ford Gran Torino","Classic Cars",9127
10147,S24_2972,S24_2972,25,"1982 Lamborghini Diablo","Classic Cars",7723
10147,S24_3371,S24_3371,30,"1971 Alpine Renault 1600s","Classic Cars",7995
10147,S24_3856,S24_3856,23,"1956 Porsche 356A Coupe","Classic Cars",6600
10147,S24_4620,S24_4620,31,"1961 Chevrolet Impala","Classic Cars",7869
10148,S18_1129,S18_1129,23,"1993 Mazda RX-7","Classic Cars",3975
10148,S18_1589,S18_1589,47,"1965 Aston Martin DB5","Classic Cars",9042
10148,S18_1984,S18_1984,25,"1995 Honda Civic","Classic Cars",9772
10148,S18_2870,S18_2870,27,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10148,S18_3232,S18_3232,32,"1992 Ferrari 360 Spider red","Classic Cars",8347
10148,S18_3685,S18_3685,28,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10148,S18_4409,S18_4409,34,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10148,S18_4933,S18_4933,29,"1957 Ford Thunderbird","Classic Cars",3209
10148,S24_1046,S24_1046,25,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10148,S24_1628,S24_1628,47,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10148,S24_2766,S24_2766,21,"1949 Jaguar XK 120","Classic Cars",2350
10148,S24_2887,S24_2887,34,"1952 Citroen-15CV","Classic Cars",1452
10148,S24_3191,S24_3191,31,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10148,S24_3432,S24_3432,27,"2002 Chevy Corvette","Classic Cars",9446
10149,S18_1342,S18_1342,50,"1937 Lincoln Berline","Vintage Cars",8693
10149,S18_1367,S18_1367,30,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10149,S18_1749,S18_1749,34,"1917 Grand Touring Sedan","Vintage Cars",2724
10149,S18_2248,S18_2248,24,"1911 Ford Town Car","Vintage Cars",540
10149,S18_2325,S18_2325,33,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10149,S18_2795,S18_2795,23,"1928 Mercedes-Benz SSK","Vintage Cars",548
10149,S18_3320,S18_3320,42,"1917 Maxwell Touring Car","Vintage Cars",7913
10149,S24_1937,S24_1937,36,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10149,S24_2022,S24_2022,49,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10149,S24_3969,S24_3969,26,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10149,S24_4258,S24_4258,20,"1936 Chrysler Airflow","Vintage Cars",4710
10150,S10_1949,S10_1949,45,"1952 Alpine Renault 1300","Classic Cars",7305
10150,S10_4962,S10_4962,20,"1962 LanciaA Delta 16V","Classic Cars",6791
10150,S12_1666,S12_1666,30,"1958 Setra Bus","Trucks and Buses",1579
10150,S18_1097,S18_1097,34,"1940 Ford Pickup Truck","Trucks and Buses",2613
10150,S18_2949,S18_2949,47,"1913 Ford Model T Speedster","Vintage Cars",4189
10150,S18_2957,S18_2957,30,"1934 Ford V8 Coupe","Vintage Cars",5649
10150,S18_3136,S18_3136,26,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10150,S18_4600,S18_4600,49,"1940s Ford truck","Trucks and Buses",3128
10150,S18_4668,S18_4668,30,"1939 Cadillac Limousine","Vintage Cars",6645
10150,S32_3522,S32_3522,49,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10150,S700_2824,S700_2824,20,"1982 Camaro Z28","Classic Cars",6934
10151,S12_4473,S12_4473,24,"1957 Chevy Pickup","Trucks and Buses",6125
10151,S18_2238,S18_2238,43,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10151,S18_2319,S18_2319,49,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10151,S18_2432,S18_2432,39,"1926 Ford Fire Engine","Trucks and Buses",2018
10151,S18_3232,S18_3232,21,"1992 Ferrari 360 Spider red","Classic Cars",8347
10151,S24_2300,S24_2300,42,"1962 Volkswagen Microbus","Trucks and Buses",2327
10151,S24_2840,S24_2840,30,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10151,S32_1268,S32_1268,27,"1980’s GM Manhattan Express","Trucks and Buses",5099
10151,S32_2509,S32_2509,41,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10151,S50_1392,S50_1392,26,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10152,S18_4027,S18_4027,35,"1970 Triumph Spitfire","Classic Cars",5545
10152,S24_1444,S24_1444,25,"1970 Dodge Coronet","Classic Cars",4074
10152,S24_4048,S24_4048,23,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10152,S32_3207,S32_3207,33,"1950's Chicago Surface Lines Streetcar",Trains,8601
10153,S12_1108,S12_1108,20,"2001 Ferrari Enzo","Classic Cars",3619
10153,S12_3148,S12_3148,42,"1969 Corvair Monza","Classic Cars",6906
10153,S12_3891,S12_3891,49,"1969 Ford Falcon","Classic Cars",1049
10153,S18_3140,S18_3140,31,"1903 Ford Model A","Vintage Cars",3913
10153,S18_3259,S18_3259,29,"Collectable Wooden Train",Trains,6450
10153,S18_4522,S18_4522,22,"1904 Buick Runabout","Vintage Cars",8290
10153,S24_2011,S24_2011,40,"18th century schooner",Ships,1898
10153,S50_1514,S50_1514,31,"1962 City of Detroit Streetcar",Trains,1645
10153,S700_1138,S700_1138,43,"The Schooner Bluenose",Ships,1897
10153,S700_1938,S700_1938,31,"The Mayflower",Ships,737
10153,S700_3505,S700_3505,50,"The Titanic",Ships,1956
10153,S700_3962,S700_3962,20,"The Queen Mary",Ships,5088
10153,S72_3212,S72_3212,50,"Pont Yacht",Ships,414
10154,S24_3151,S24_3151,31,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10154,S700_2610,S700_2610,36,"The USS Constitution Ship",Ships,7083
10155,S10_4757,S10_4757,32,"1972 Alfa Romeo GTA","Classic Cars",3252
10155,S18_1662,S18_1662,38,"1980s Black Hawk Helicopter",Planes,5330
10155,S18_3029,S18_3029,44,"1999 Yamaha Speed Boat",Ships,4259
10155,S18_3856,S18_3856,29,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10155,S24_2841,S24_2841,23,"1900s Vintage Bi-Plane",Planes,5942
10155,S24_3420,S24_3420,34,"1937 Horch 930V Limousine","Vintage Cars",2902
10155,S24_3816,S24_3816,37,"1940 Ford Delivery Sedan","Vintage Cars",6621
10155,S24_3949,S24_3949,44,"Corsair F4U ( Bird Cage)",Planes,6812
10155,S700_2047,S700_2047,32,"HMS Bounty",Ships,3501
10155,S700_2466,S700_2466,20,"America West Airlines B757-200",Planes,9653
10155,S700_3167,S700_3167,43,"F/A 18 Hornet 1/72",Planes,551
10155,S700_4002,S700_4002,44,"American Airlines: MD-11S",Planes,8820
10155,S72_1253,S72_1253,34,"Boeing X-32A JSF",Planes,4857
10156,S50_1341,S50_1341,20,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10156,S700_1691,S700_1691,48,"American Airlines: B767-300",Planes,5841
10157,S18_2581,S18_2581,33,"P-51-D Mustang",Planes,992
10157,S24_1785,S24_1785,40,"1928 British Royal Navy Airplane",Planes,3627
10157,S24_4278,S24_4278,33,"1900s Vintage Tri-Plane",Planes,2756
10157,S32_1374,S32_1374,34,"1997 BMW F650 ST",Motorcycles,178
10157,S32_4289,S32_4289,28,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10157,S700_2834,S700_2834,48,"ATA: B757-300",Planes,7106
10158,S24_2000,S24_2000,22,"1960 BSA Gold Star DBD34",Motorcycles,15
10159,S10_1678,S10_1678,49,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10159,S10_2016,S10_2016,37,"1996 Moto Guzzi 1100i",Motorcycles,6625
10159,S10_4698,S10_4698,22,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10159,S12_1099,S12_1099,41,"1968 Ford Mustang","Classic Cars",68
10159,S12_2823,S12_2823,38,"2002 Suzuki XREO",Motorcycles,9997
10159,S12_3990,S12_3990,24,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10159,S18_2625,S18_2625,42,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10159,S18_3278,S18_3278,21,"1969 Dodge Super Bee","Classic Cars",1917
10159,S18_3482,S18_3482,25,"1976 Ford Gran Torino","Classic Cars",9127
10159,S18_3782,S18_3782,21,"1957 Vespa GS150",Motorcycles,7689
10159,S18_4721,S18_4721,32,"1957 Corvette Convertible","Classic Cars",1249
10159,S24_1578,S24_1578,44,"1997 BMW R 1100 S",Motorcycles,7003
10159,S24_2360,S24_2360,27,"1982 Ducati 900 Monster",Motorcycles,6840
10159,S24_3371,S24_3371,50,"1971 Alpine Renault 1600s","Classic Cars",7995
10159,S24_4620,S24_4620,23,"1961 Chevrolet Impala","Classic Cars",7869
10159,S32_2206,S32_2206,35,"1982 Ducati 996 R",Motorcycles,9241
10159,S32_4485,S32_4485,23,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10159,S50_4713,S50_4713,31,"2002 Yamaha YZR M1",Motorcycles,600
10160,S12_3380,S12_3380,46,"1968 Dodge Charger","Classic Cars",9123
10160,S12_4675,S12_4675,50,"1969 Dodge Charger","Classic Cars",7323
10160,S18_1889,S18_1889,38,"1948 Porsche 356-A Roadster","Classic Cars",8826
10160,S18_3232,S18_3232,20,"1992 Ferrari 360 Spider red","Classic Cars",8347
10160,S24_2972,S24_2972,42,"1982 Lamborghini Diablo","Classic Cars",7723
10160,S24_3856,S24_3856,35,"1956 Porsche 356A Coupe","Classic Cars",6600
10161,S18_1129,S18_1129,28,"1993 Mazda RX-7","Classic Cars",3975
10161,S18_1589,S18_1589,43,"1965 Aston Martin DB5","Classic Cars",9042
10161,S18_1984,S18_1984,48,"1995 Honda Civic","Classic Cars",9772
10161,S18_2870,S18_2870,23,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10161,S18_3685,S18_3685,36,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10161,S18_4933,S18_4933,25,"1957 Ford Thunderbird","Classic Cars",3209
10161,S24_1046,S24_1046,37,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10161,S24_1628,S24_1628,23,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10161,S24_2766,S24_2766,20,"1949 Jaguar XK 120","Classic Cars",2350
10161,S24_2887,S24_2887,25,"1952 Citroen-15CV","Classic Cars",1452
10161,S24_3191,S24_3191,20,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10161,S24_3432,S24_3432,30,"2002 Chevy Corvette","Classic Cars",9446
10162,S18_1342,S18_1342,48,"1937 Lincoln Berline","Vintage Cars",8693
10162,S18_1367,S18_1367,45,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10162,S18_1749,S18_1749,29,"1917 Grand Touring Sedan","Vintage Cars",2724
10162,S18_2248,S18_2248,27,"1911 Ford Town Car","Vintage Cars",540
10162,S18_2325,S18_2325,38,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10162,S18_2795,S18_2795,48,"1928 Mercedes-Benz SSK","Vintage Cars",548
10162,S18_4409,S18_4409,39,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10162,S24_1937,S24_1937,37,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10162,S24_2022,S24_2022,43,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10162,S24_3969,S24_3969,37,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10163,S10_1949,S10_1949,21,"1952 Alpine Renault 1300","Classic Cars",7305
10163,S18_2949,S18_2949,31,"1913 Ford Model T Speedster","Vintage Cars",4189
10163,S18_2957,S18_2957,48,"1934 Ford V8 Coupe","Vintage Cars",5649
10163,S18_3136,S18_3136,40,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10163,S18_3320,S18_3320,43,"1917 Maxwell Touring Car","Vintage Cars",7913
10163,S24_4258,S24_4258,42,"1936 Chrysler Airflow","Vintage Cars",4710
10164,S10_4962,S10_4962,21,"1962 LanciaA Delta 16V","Classic Cars",6791
10164,S12_1666,S12_1666,49,"1958 Setra Bus","Trucks and Buses",1579
10164,S18_1097,S18_1097,36,"1940 Ford Pickup Truck","Trucks and Buses",2613
10164,S18_4600,S18_4600,45,"1940s Ford truck","Trucks and Buses",3128
10164,S18_4668,S18_4668,25,"1939 Cadillac Limousine","Vintage Cars",6645
10164,S32_1268,S32_1268,24,"1980’s GM Manhattan Express","Trucks and Buses",5099
10164,S32_3522,S32_3522,49,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10164,S700_2824,S700_2824,39,"1982 Camaro Z28","Classic Cars",6934
10165,S12_1108,S12_1108,44,"2001 Ferrari Enzo","Classic Cars",3619
10165,S12_3148,S12_3148,34,"1969 Corvair Monza","Classic Cars",6906
10165,S12_3891,S12_3891,27,"1969 Ford Falcon","Classic Cars",1049
10165,S12_4473,S12_4473,48,"1957 Chevy Pickup","Trucks and Buses",6125
10165,S18_2238,S18_2238,29,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10165,S18_2319,S18_2319,46,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10165,S18_2432,S18_2432,31,"1926 Ford Fire Engine","Trucks and Buses",2018
10165,S18_3232,S18_3232,47,"1992 Ferrari 360 Spider red","Classic Cars",8347
10165,S18_3259,S18_3259,50,"Collectable Wooden Train",Trains,6450
10165,S18_4027,S18_4027,28,"1970 Triumph Spitfire","Classic Cars",5545
10165,S24_1444,S24_1444,25,"1970 Dodge Coronet","Classic Cars",4074
10165,S24_2300,S24_2300,32,"1962 Volkswagen Microbus","Trucks and Buses",2327
10165,S24_2840,S24_2840,27,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10165,S24_4048,S24_4048,24,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10165,S32_2509,S32_2509,48,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10165,S32_3207,S32_3207,44,"1950's Chicago Surface Lines Streetcar",Trains,8601
10165,S50_1392,S50_1392,48,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10165,S50_1514,S50_1514,38,"1962 City of Detroit Streetcar",Trains,1645
10166,S18_3140,S18_3140,43,"1903 Ford Model A","Vintage Cars",3913
10166,S18_4522,S18_4522,26,"1904 Buick Runabout","Vintage Cars",8290
10166,S700_1938,S700_1938,29,"The Mayflower",Ships,737
10167,S10_4757,S10_4757,44,"1972 Alfa Romeo GTA","Classic Cars",3252
10167,S18_1662,S18_1662,43,"1980s Black Hawk Helicopter",Planes,5330
10167,S18_3029,S18_3029,46,"1999 Yamaha Speed Boat",Ships,4259
10167,S18_3856,S18_3856,34,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10167,S24_2011,S24_2011,33,"18th century schooner",Ships,1898
10167,S24_2841,S24_2841,21,"1900s Vintage Bi-Plane",Planes,5942
10167,S24_3151,S24_3151,20,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10167,S24_3420,S24_3420,32,"1937 Horch 930V Limousine","Vintage Cars",2902
10167,S24_3816,S24_3816,29,"1940 Ford Delivery Sedan","Vintage Cars",6621
10167,S700_1138,S700_1138,43,"The Schooner Bluenose",Ships,1897
10167,S700_2047,S700_2047,29,"HMS Bounty",Ships,3501
10167,S700_2610,S700_2610,46,"The USS Constitution Ship",Ships,7083
10167,S700_3505,S700_3505,24,"The Titanic",Ships,1956
10167,S700_3962,S700_3962,28,"The Queen Mary",Ships,5088
10167,S72_1253,S72_1253,40,"Boeing X-32A JSF",Planes,4857
10167,S72_3212,S72_3212,38,"Pont Yacht",Ships,414
10168,S10_1678,S10_1678,36,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10168,S10_2016,S10_2016,27,"1996 Moto Guzzi 1100i",Motorcycles,6625
10168,S10_4698,S10_4698,20,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10168,S18_2581,S18_2581,21,"P-51-D Mustang",Planes,992
10168,S18_2625,S18_2625,46,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10168,S24_1578,S24_1578,50,"1997 BMW R 1100 S",Motorcycles,7003
10168,S24_1785,S24_1785,49,"1928 British Royal Navy Airplane",Planes,3627
10168,S24_2000,S24_2000,29,"1960 BSA Gold Star DBD34",Motorcycles,15
10168,S24_3949,S24_3949,27,"Corsair F4U ( Bird Cage)",Planes,6812
10168,S24_4278,S24_4278,48,"1900s Vintage Tri-Plane",Planes,2756
10168,S32_1374,S32_1374,28,"1997 BMW F650 ST",Motorcycles,178
10168,S32_4289,S32_4289,31,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10168,S50_1341,S50_1341,48,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10168,S700_1691,S700_1691,28,"American Airlines: B767-300",Planes,5841
10168,S700_2466,S700_2466,31,"America West Airlines B757-200",Planes,9653
10168,S700_2834,S700_2834,36,"ATA: B757-300",Planes,7106
