customerNumber,customerName,phone,state,country,salesRepEmployeeNumber,amount,paymentDate,orderNumber
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,15822.84,2004-11-19,10198
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,15822.84,2004-11-19,10330
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,51001.22,2003-03-09,10108
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,51001.22,2003-03-09,10198
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,51001.22,2003-03-09,10330
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,38524.29,2003-11-18,10176
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,38524.29,2003-11-18,10266
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,38524.29,2003-11-18,10416
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,51619.02,2004-07-18,10176
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,51619.02,2004-07-18,10266
386,"L'ordine Souveniers",0522-556555,NULL,Italy,1401,51619.02,2004-07-18,10416
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,33967.73,2005-02-14,10258
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,33967.73,2005-02-14,10339
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,33967.73,2005-02-14,10372
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,33967.73,2005-02-14,10408
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,22037.91,2004-06-21,10258
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,22037.91,2004-06-21,10339
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,22037.91,2004-06-21,10372
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,22037.91,2004-06-21,10408
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,615.45,2005-05-18,10258
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,615.45,2005-05-18,10339
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,615.45,2005-05-18,10372
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,615.45,2005-05-18,10408
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,48927.64,2004-11-29,10258
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,48927.64,2004-11-29,10339
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,48927.64,2004-11-29,10372
398,"Tokyo Collectables, Ltd","+81 3 3584 0555",Tokyo,Japan,1621,48927.64,2004-11-29,10408
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,12190.85,2005-04-23,10211
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,12190.85,2005-04-23,10252
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,12190.85,2005-04-23,10402
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,49165.16,2004-01-28,10211
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,49165.16,2004-01-28,10252
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,49165.16,2004-01-28,10402
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,25080.96,2004-06-17,10211
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,25080.96,2004-06-17,10252
406,"Auto Canal+ Petit","(1) 47.55.6555",NULL,France,1337,25080.96,2004-06-17,10402
409,"Stuttgart Collectable Exchange",0711-555361,NULL,Germany,NULL,NULL,NULL,NULL
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,35034.57,2004-07-25,10234
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,35034.57,2004-07-25,10268
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,35034.57,2004-07-25,10418
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,31670.37,2004-04-14,10234
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,31670.37,2004-04-14,10268
412,"Extreme Desk Decorations, Ltd","04 499 9555",NULL,"New Zealand",1612,31670.37,2004-04-14,10418
415,"Bavarian Collectables Imports, Co."," +49 89 61 08 9555",NULL,Germany,1504,31310.09,2004-09-28,10296
424,"Classic Legends Inc.",2125558493,NY,USA,1286,25505.98,2004-12-07,10115
424,"Classic Legends Inc.",2125558493,NY,USA,1286,25505.98,2004-12-07,10163
424,"Classic Legends Inc.",2125558493,NY,USA,1286,25505.98,2004-12-07,10337
424,"Classic Legends Inc.",2125558493,NY,USA,1286,21665.98,2003-04-16,10115
424,"Classic Legends Inc.",2125558493,NY,USA,1286,21665.98,2003-04-16,10163
424,"Classic Legends Inc.",2125558493,NY,USA,1286,21665.98,2003-04-16,10337
424,"Classic Legends Inc.",2125558493,NY,USA,1286,22042.37,2003-10-31,10115
424,"Classic Legends Inc.",2125558493,NY,USA,1286,22042.37,2003-10-31,10163
424,"Classic Legends Inc.",2125558493,NY,USA,1286,22042.37,2003-10-31,10337
443,"Feuer Online Stores, Inc",0342-555176,NULL,Germany,NULL,NULL,NULL,NULL
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,6631.36,2003-09-15,10131
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,6631.36,2003-09-15,10146
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,6631.36,2003-09-15,10353
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,17032.29,2003-06-25,10131
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,17032.29,2003-06-25,10146
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,17032.29,2003-06-25,10353
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,26304.13,2004-12-17,10131
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,26304.13,2004-12-17,10146
447,"Gift Ideas Corp.",2035554407,CT,USA,1323,26304.13,2004-12-17,10353
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,27966.54,2005-04-18,10167
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,27966.54,2005-04-18,10291
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,27966.54,2005-04-18,10389
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,48809.90,2004-09-30,10167
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,48809.90,2004-09-30,10291
448,"Scandinavian Gift Ideas","0695-34 6555",NULL,Sweden,1504,48809.90,2004-09-30,10389
450,"The Sharp Gifts Warehouse",4085553659,CA,USA,1165,59551.38,2004-06-21,10250
450,"The Sharp Gifts Warehouse",4085553659,CA,USA,1165,59551.38,2004-06-21,10257
450,"The Sharp Gifts Warehouse",4085553659,CA,USA,1165,59551.38,2004-06-21,10400
450,"The Sharp Gifts Warehouse",4085553659,CA,USA,1165,59551.38,2004-06-21,10407
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,27121.90,2003-11-15,10164
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,27121.90,2003-11-15,10170
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,27121.90,2003-11-15,10392
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,15130.97,2003-11-20,10164
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,15130.97,2003-11-20,10170
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,15130.97,2003-11-20,10392
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,8807.12,2005-05-03,10164
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,8807.12,2005-05-03,10170
452,"Mini Auto Werke",7675-3555,NULL,Austria,1401,8807.12,2005-05-03,10392
455,"Super Scale Inc.",2035559545,CT,USA,1286,38139.18,2003-12-05,10196
455,"Super Scale Inc.",2035559545,CT,USA,1286,38139.18,2003-12-05,10245
455,"Super Scale Inc.",2035559545,CT,USA,1286,32239.47,2004-05-12,10196
455,"Super Scale Inc.",2035559545,CT,USA,1286,32239.47,2004-05-12,10245
456,"Microscale Inc.",2125551957,NY,USA,1286,27550.51,2004-11-13,10242
456,"Microscale Inc.",2125551957,NY,USA,1286,27550.51,2004-11-13,10319
456,"Microscale Inc.",2125551957,NY,USA,1286,1679.92,2004-04-30,10242
456,"Microscale Inc.",2125551957,NY,USA,1286,1679.92,2004-04-30,10319
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,33145.56,2004-11-15,10126
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,33145.56,2004-11-15,10214
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,33145.56,2004-11-15,10348
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,22162.61,2004-02-06,10126
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,22162.61,2004-02-06,10214
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,22162.61,2004-02-06,10348
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,57131.92,2003-06-13,10126
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,57131.92,2003-06-13,10214
458,"Corrida Auto Replicas, Ltd","(91) 555 22 82",NULL,Spain,1702,57131.92,2003-06-13,10348
459,"Warburg Exchange",0241-039123,NULL,Germany,NULL,NULL,NULL,NULL
462,FunGiftIdeas.com,5085552555,MA,USA,1216,30293.77,2005-04-15,10166
462,FunGiftIdeas.com,5085552555,MA,USA,1216,30293.77,2005-04-15,10321
462,FunGiftIdeas.com,5085552555,MA,USA,1216,30293.77,2005-04-15,10388
462,FunGiftIdeas.com,5085552555,MA,USA,1216,9977.85,2003-11-08,10166
462,FunGiftIdeas.com,5085552555,MA,USA,1216,9977.85,2003-11-08,10321
462,FunGiftIdeas.com,5085552555,MA,USA,1216,9977.85,2003-11-08,10388
462,FunGiftIdeas.com,5085552555,MA,USA,1216,48355.87,2004-11-27,10166
462,FunGiftIdeas.com,5085552555,MA,USA,1216,48355.87,2004-11-27,10321
462,FunGiftIdeas.com,5085552555,MA,USA,1216,48355.87,2004-11-27,10388
465,"Anton Designs, Ltd.","+34 913 728555",NULL,Spain,NULL,NULL,NULL,NULL
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,9415.13,2004-07-28,10193
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,9415.13,2004-07-28,10265
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,9415.13,2004-07-28,10415
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,35505.63,2003-12-10,10193
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,35505.63,2003-12-10,10265
471,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,Australia,1611,35505.63,2003-12-10,10415
473,"Frau da Collezione","+39 022515555",NULL,Italy,1401,7612.06,2004-02-17,10157
473,"Frau da Collezione","+39 022515555",NULL,Italy,1401,7612.06,2004-02-17,10218
473,"Frau da Collezione","+39 022515555",NULL,Italy,1401,17746.26,2003-10-27,10157
473,"Frau da Collezione","+39 022515555",NULL,Italy,1401,17746.26,2003-10-27,10218
475,"West Coast Collectables Co.",3105553722,CA,USA,1166,7678.25,2003-12-09,10199
475,"West Coast Collectables Co.",3105553722,CA,USA,1166,7678.25,2003-12-09,10215
475,"West Coast Collectables Co.",3105553722,CA,USA,1166,36070.47,2004-02-13,10199
475,"West Coast Collectables Co.",3105553722,CA,USA,1166,36070.47,2004-02-13,10215
477,"Mit Vergnügen & Co.",0621-08555,NULL,Germany,NULL,NULL,NULL,NULL
480,"Kremlin Collectables, Co.","+7 812 293 0521",NULL,Russia,NULL,NULL,NULL,NULL
481,"Raanan Stores, Inc","+ 972 9 959 8555",NULL,Israel,NULL,NULL,NULL,NULL
484,"Iberia Gift Imports, Corp.","(95) 555 82 82",NULL,Spain,1702,3474.66,2004-10-26,10184
484,"Iberia Gift Imports, Corp.","(95) 555 82 82",NULL,Spain,1702,3474.66,2004-10-26,10303
484,"Iberia Gift Imports, Corp.","(95) 555 82 82",NULL,Spain,1702,47513.19,2003-11-29,10184
484,"Iberia Gift Imports, Corp.","(95) 555 82 82",NULL,Spain,1702,47513.19,2003-11-29,10303
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,5899.38,2004-04-14,10109
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,5899.38,2004-04-14,10236
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,5899.38,2004-04-14,10331
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,45994.07,2004-11-23,10109
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,45994.07,2004-11-23,10236
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,45994.07,2004-11-23,10331
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,25833.14,2003-03-20,10109
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,25833.14,2003-03-20,10236
486,"Motor Mint Distributors Inc.",2155559857,PA,USA,1323,25833.14,2003-03-20,10331
487,"Signal Collectibles Ltd.",4155554312,CA,USA,1165,29997.09,2003-09-28,10149
487,"Signal Collectibles Ltd.",4155554312,CA,USA,1165,29997.09,2003-09-28,10219
487,"Signal Collectibles Ltd.",4155554312,CA,USA,1165,12573.28,2004-02-29,10149
487,"Signal Collectibles Ltd.",4155554312,CA,USA,1165,12573.28,2004-02-29,10219
489,"Double Decker Gift Stores, Ltd","(171) 555-7555",NULL,UK,1501,22275.73,2003-12-04,10186
489,"Double Decker Gift Stores, Ltd","(171) 555-7555",NULL,UK,1501,22275.73,2003-12-04,10213
489,"Double Decker Gift Stores, Ltd","(171) 555-7555",NULL,UK,1501,7310.42,2004-01-31,10186
489,"Double Decker Gift Stores, Ltd","(171) 555-7555",NULL,UK,1501,7310.42,2004-01-31,10213
495,"Diecast Collectables",6175552555,MA,USA,1188,59265.14,2003-12-26,10207
495,"Diecast Collectables",6175552555,MA,USA,1188,59265.14,2003-12-26,10243
495,"Diecast Collectables",6175552555,MA,USA,1188,6276.60,2004-05-14,10207
495,"Diecast Collectables",6175552555,MA,USA,1188,6276.60,2004-05-14,10243
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,30253.75,2005-05-25,10138
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,30253.75,2005-05-25,10179
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,30253.75,2005-05-25,10360
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,30253.75,2005-05-25,10399
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,32077.44,2003-07-16,10138
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,32077.44,2003-07-16,10179
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,32077.44,2003-07-16,10360
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,32077.44,2003-07-16,10399
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,52166.00,2004-12-31,10138
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,52166.00,2004-12-31,10179
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,52166.00,2004-12-31,10360
496,"Kelly's Gift Shop","+64 9 5555500",NULL,"New Zealand",1612,52166.00,2004-12-31,10399
